ISBN;Bname;Bnumber;BID
0000800568;人工智能及其应用.第3版;2;2426
0000430354;计算机组装与维护教程;2;2427
0000430354;计算机组装与维护教程;2;2428
0000789649;C++权威教程;2;2429
0000789649;C++权威教程;2;2430
0000761638;C语言程序设计案例教程;2;2431
0000761638;C语言程序设计案例教程;2;2432
0000270142;信号与线性系统.下册.4版;2;2433
0000270142;信号与线性系统.下册.4版;2;2434
0000808011;数据结构与算法:C语言版;2;2435
0000808011;数据结构与算法:C语言版;2;2436
0000814229;面向对象的思考过程;2;2437
0000814229;面向对象的思考过程;2;2438
0000757732;MATLAB数值分析应用教程;2;2439
0000757732;MATLAB数值分析应用教程;2;2440
0000733636;Office 2013从新手到高手;2;2441
0000733636;Office 2013从新手到高手;2;2442
0000800596;俄罗斯现代园林景观;1;2443
0000436629;药物合成反应:理论和实践;3;2444
0000436629;药物合成反应:理论和实践;3;2445
0000436629;药物合成反应:理论和实践;3;2446
0000778916;Java语言导学;1;2447
0000734282;绝了，可以这样搞定PPT;2;2448
0000734282;绝了，可以这样搞定PPT;2;2449
0000686181;泰坦尼克:百年情殇下的历史真相;3;2450
0000686181;泰坦尼克:百年情殇下的历史真相;3;2451
0000686181;泰坦尼克:百年情殇下的历史真相;3;2452
0000734768;“飞思卡尔”杯智能汽车设计与实例教程;3;2453
0000734768;“飞思卡尔”杯智能汽车设计与实例教程;3;2454
0000734768;“飞思卡尔”杯智能汽车设计与实例教程;3;2455
0000459909;天高任鸟飞;2;2456
0000459909;天高任鸟飞;2;2457
0000150600;大显神威的空间科学;5;2458
0000150600;大显神威的空间科学;5;2459
0000150600;大显神威的空间科学;5;2460
0000150600;大显神威的空间科学;5;2461
0000150600;大显神威的空间科学;5;2462
0000735424;水环境学;2;2463
0000735424;水环境学;2;2464
0000741866;环境学概论;3;2465
0000741866;环境学概论;3;2466
0000741866;环境学概论;3;2467
0000468284;寂静的春天;5;2468
0000468284;寂静的春天;5;2469
0000468284;寂静的春天;5;2470
0000468284;寂静的春天;5;2471
0000468284;寂静的春天;5;2472
0000267023;环境学概论.2版;2;2473
0000267023;环境学概论.2版;2;2474
0000761252;环境学概论.第2版;3;2475
0000761252;环境学概论.第2版;3;2476
0000761252;环境学概论.第2版;3;2477
0000768053;环境承载力理论、方法及应用;1;2478
0000702981;自然灾害灾情评估模型与方法体系;1;2479
0000711280;重金属镉、铅、汞对土壤作物系统的生态效应;1;2480
0000652037;寂静的春天;5;2481
0000652037;寂静的春天;5;2482
0000652037;寂静的春天;5;2483
0000652037;寂静的春天;5;2484
0000652037;寂静的春天;5;2485
0000724362;自然灾害.第3版;3;2486
0000724362;自然灾害.第3版;3;2487
0000724362;自然灾害.第3版;3;2488
0000657711;人口、资源与环境经济学.第2版;5;2489
0000657711;人口、资源与环境经济学.第2版;5;2490
0000657711;人口、资源与环境经济学.第2版;5;2491
0000657711;人口、资源与环境经济学.第2版;5;2492
0000657711;人口、资源与环境经济学.第2版;5;2493
0000784668;环境工程微生物学.第4版;2;2494
0000784668;环境工程微生物学.第4版;2;2495
0000731960;绿色化学;2;2496
0000731960;绿色化学;2;2497
0000733483;世界环境史:人类在地球生命中的角色转变;2;2498
0000733483;世界环境史:人类在地球生命中的角色转变;2;2499
0000742606;在西部的天空下:美国西部的自然与历史;2;2500
0000742606;在西部的天空下:美国西部的自然与历史;2;2501
0000712848;环境工程学.第3版;2;2502
0000712848;环境工程学.第3版;2;2503
0000740111;现代环境监测技术.第3版;2;2504
0000740111;现代环境监测技术.第3版;2;2505
0000707772;中国自然灾害要览;2;2506
0000707772;中国自然灾害要览;2;2507
0000778138;绿色化学导论.第2版;2;2508
0000778138;绿色化学导论.第2版;2;2509
0000768328;大气污染控制工程.第2版;2;2510
0000768328;大气污染控制工程.第2版;2;2511
0000762616;土壤生物修复工程:粮食安全之保护伞;2;2512
0000762616;土壤生物修复工程:粮食安全之保护伞;2;2513
0000710362;环境土壤学;2;2514
0000710362;环境土壤学;2;2515
0000184425;中国自然灾害与全球变化;5;2516
0000184425;中国自然灾害与全球变化;5;2517
0000184425;中国自然灾害与全球变化;5;2518
0000184425;中国自然灾害与全球变化;5;2519
0000184425;中国自然灾害与全球变化;5;2520
0000326925;环境影响评价和案例分析;5;2521
0000326925;环境影响评价和案例分析;5;2522
0000326925;环境影响评价和案例分析;5;2523
0000326925;环境影响评价和案例分析;5;2524
0000326925;环境影响评价和案例分析;5;2525
0000184769;自然资源学;5;2526
0000184769;自然资源学;5;2527
0000184769;自然资源学;5;2528
0000184769;自然资源学;5;2529
0000184769;自然资源学;5;2530
0000446389;《寂静的春天》导读;5;2531
0000446389;《寂静的春天》导读;5;2532
0000446389;《寂静的春天》导读;5;2533
0000446389;《寂静的春天》导读;5;2534
0000446389;《寂静的春天》导读;5;2535
0000239961;环境学导论.2版;6;2536
0000239961;环境学导论.2版;6;2537
0000239961;环境学导论.2版;6;2538
0000239961;环境学导论.2版;6;2539
0000239961;环境学导论.2版;6;2540
0000239961;环境学导论.2版;6;2541
0000438221;安全人机工程学;3;2542
0000438221;安全人机工程学;3;2543
0000438221;安全人机工程学;3;2544
0000317366;英汉灾害管理相关基本术语集;3;2545
0000317366;英汉灾害管理相关基本术语集;3;2546
0000317366;英汉灾害管理相关基本术语集;3;2547
0000542039;环境生物学;3;2548
0000542039;环境生物学;3;2549
0000542039;环境生物学;3;2550
0000542326;环境化学实验;3;2551
0000542326;环境化学实验;3;2552
0000542326;环境化学实验;3;2553
0000051903;地下水污染:数学模型和数值方法;3;2554
0000051903;地下水污染:数学模型和数值方法;3;2555
0000051903;地下水污染:数学模型和数值方法;3;2556
0000641543;土壤污染与防治.第3版;3;2557
0000641543;土壤污染与防治.第3版;3;2558
0000641543;土壤污染与防治.第3版;3;2559
0000498527;自然资源总论;3;2560
0000498527;自然资源总论;3;2561
0000498527;自然资源总论;3;2562
0000549649;大气污染控制工程.3版;3;2563
0000549649;大气污染控制工程.3版;3;2564
0000549649;大气污染控制工程.3版;3;2565
0000312707;灾害应急管理;3;2566
0000312707;灾害应急管理;3;2567
0000312707;灾害应急管理;3;2568
0000318826;美国环境管理的历史与发展;3;2569
0000318826;美国环境管理的历史与发展;3;2570
0000318826;美国环境管理的历史与发展;3;2571
0000687921;终极抉择:威胁人类的灾难;3;2572
0000687921;终极抉择:威胁人类的灾难;3;2573
0000687921;终极抉择:威胁人类的灾难;3;2574
0000704380;土壤污染与防治;3;2575
0000704380;土壤污染与防治;3;2576
0000704380;土壤污染与防治;3;2577
0000430130;安全社会学:安全问题的社会学初探;3;2578
0000430130;安全社会学:安全问题的社会学初探;3;2579
0000430130;安全社会学:安全问题的社会学初探;3;2580
0000637295;自然灾害应急管理导论;3;2581
0000637295;自然灾害应急管理导论;3;2582
0000637295;自然灾害应急管理导论;3;2583
0000360517;水环境科学;3;2584
0000360517;水环境科学;3;2585
0000360517;水环境科学;3;2586
0000269819;大气污染控制工程.第2版;3;2587
0000269819;大气污染控制工程.第2版;3;2588
0000269819;大气污染控制工程.第2版;3;2589
0000472831;水环境监测与评价;3;2590
0000472831;水环境监测与评价;3;2591
0000472831;水环境监测与评价;3;2592
0000380856;近世代数辅导与习题精解:配高教第二版;5;2593
0000380856;近世代数辅导与习题精解:配高教第二版;5;2594
0000380856;近世代数辅导与习题精解:配高教第二版;5;2595
0000380856;近世代数辅导与习题精解:配高教第二版;5;2596
0000380856;近世代数辅导与习题精解:配高教第二版;5;2597
0000657609;应用回归分析.第3版;5;2598
0000657609;应用回归分析.第3版;5;2599
0000657609;应用回归分析.第3版;5;2600
0000657609;应用回归分析.第3版;5;2601
0000657609;应用回归分析.第3版;5;2602
0000755278;抽象代数习题精选精解;5;2603
0000755278;抽象代数习题精选精解;5;2604
0000755278;抽象代数习题精选精解;5;2605
0000755278;抽象代数习题精选精解;5;2606
0000755278;抽象代数习题精选精解;5;2607
0000182494;数学物理方程.第2版;5;2608
0000182494;数学物理方程.第2版;5;2609
0000182494;数学物理方程.第2版;5;2610
0000182494;数学物理方程.第2版;5;2611
0000182494;数学物理方程.第2版;5;2612
0000477401;配位化学:原理与应用;5;2613
0000477401;配位化学:原理与应用;5;2614
0000477401;配位化学:原理与应用;5;2615
0000477401;配位化学:原理与应用;5;2616
0000477401;配位化学:原理与应用;5;2617
0000686527;有机化学;5;2618
0000686527;有机化学;5;2619
0000686527;有机化学;5;2620
0000686527;有机化学;5;2621
0000686527;有机化学;5;2622
0000379594;解析几何.4版;5;2623
0000379594;解析几何.4版;5;2624
0000379594;解析几何.4版;5;2625
0000379594;解析几何.4版;5;2626
0000379594;解析几何.4版;5;2627
0000304993;离散数学;6;2628
0000304993;离散数学;6;2629
0000304993;离散数学;6;2630
0000304993;离散数学;6;2631
0000304993;离散数学;6;2632
0000304993;离散数学;6;2633
0000262183;热力学·统计物理.3版;6;2634
0000262183;热力学·统计物理.3版;6;2635
0000262183;热力学·统计物理.3版;6;2636
0000262183;热力学·统计物理.3版;6;2637
0000262183;热力学·统计物理.3版;6;2638
0000262183;热力学·统计物理.3版;6;2639
0000484419;有机化学;6;2640
0000484419;有机化学;6;2641
0000484419;有机化学;6;2642
0000484419;有机化学;6;2643
0000484419;有机化学;6;2644
0000484419;有机化学;6;2645
0000532013;数学建模;5;2646
0000532013;数学建模;5;2647
0000532013;数学建模;5;2648
0000532013;数学建模;5;2649
0000532013;数学建模;5;2650
0000549932;高等代数解题辅导;5;2651
0000549932;高等代数解题辅导;5;2652
0000549932;高等代数解题辅导;5;2653
0000549932;高等代数解题辅导;5;2654
0000549932;高等代数解题辅导;5;2655
0000748279;R语言核心技术手册;2;2656
0000748279;R语言核心技术手册;2;2657
0000800561;热学.第3版;2;2658
0000800561;热学.第3版;2;2659
0000780204;椭圆与抛物型方程引论;1;2660
0000309507;数学分析习题全解指南.上;1;2661
0000777836;分析化学.第2版;2;2662
0000777836;分析化学.第2版;2;2663
0000752532;应用数理统计与SPSS操作.第2版;3;2664
0000752532;应用数理统计与SPSS操作.第2版;3;2665
0000752532;应用数理统计与SPSS操作.第2版;3;2666
0000514372;电磁场与电磁波.第3版;3;2667
0000514372;电磁场与电磁波.第3版;3;2668
0000514372;电磁场与电磁波.第3版;3;2669
0000282908;数学建模基础;1;2670
0000349208;离散数学同步辅导及习题全解;1;2671
0000748267;高等数学习题全解指南:同济第7版.上册;6;2672
0000748267;高等数学习题全解指南:同济第7版.上册;6;2673
0000748267;高等数学习题全解指南:同济第7版.上册;6;2674
0000748267;高等数学习题全解指南:同济第7版.上册;6;2675
0000748267;高等数学习题全解指南:同济第7版.上册;6;2676
0000748267;高等数学习题全解指南:同济第7版.上册;6;2677
0000751313;概率论与数理统计辅导:浙大四版;3;2678
0000751313;概率论与数理统计辅导:浙大四版;3;2679
0000751313;概率论与数理统计辅导:浙大四版;3;2680
0000766729;高等代数.上册.第3版;3;2681
0000766729;高等代数.上册.第3版;3;2682
0000766729;高等代数.上册.第3版;3;2683
0000517783;简明复分析.2版;3;2684
0000517783;简明复分析.2版;3;2685
0000517783;简明复分析.2版;3;2686
0000728459;离散数学习题解答与学习指导.第3版;3;2687
0000728459;离散数学习题解答与学习指导.第3版;3;2688
0000728459;离散数学习题解答与学习指导.第3版;3;2689
0000513090;有机化合物波谱解析.3版;5;2690
0000513090;有机化合物波谱解析.3版;5;2691
0000513090;有机化合物波谱解析.3版;5;2692
0000513090;有机化合物波谱解析.3版;5;2693
0000513090;有机化合物波谱解析.3版;5;2694
0000282153;近世代数基础.修订本;1;2695
0000745419;Algebra;1;2696
0000526334;高等光学;3;2697
0000526334;高等光学;3;2698
0000526334;高等光学;3;2699
0000777802;常微分方程定性与稳定性方法.第2版;2;2700
0000777802;常微分方程定性与稳定性方法.第2版;2;2701
0000768013;化学教学论实验.第3版;2;2702
0000768013;化学教学论实验.第3版;2;2703
0000788276;基础有机化学.第2版;2;2704
0000788276;基础有机化学.第2版;2;2705
0000777801;抽象代数的问题和反例;2;2706
0000777801;抽象代数的问题和反例;2;2707
0000752548;有机化学;3;2708
0000752548;有机化学;3;2709
0000752548;有机化学;3;2710
0000757377;有机化学学习指南.第2版;3;2711
0000757377;有机化学学习指南.第2版;3;2712
0000757377;有机化学学习指南.第2版;3;2713
0000692644;有机化学学习指导;3;2714
0000692644;有机化学学习指导;3;2715
0000692644;有机化学学习指导;3;2716
0000646119;高等数学竞赛教程.第5版;3;2717
0000646119;高等数学竞赛教程.第5版;3;2718
0000646119;高等数学竞赛教程.第5版;3;2719
0000498425;热力学·统计物理.4版;5;2720
0000498425;热力学·统计物理.4版;5;2721
0000498425;热力学·统计物理.4版;5;2722
0000498425;热力学·统计物理.4版;5;2723
0000498425;热力学·统计物理.4版;5;2724
0000475782;高等代数习题与解析;2;2725
0000475782;高等代数习题与解析;2;2726
0000767068;数学建模基础;3;2727
0000767068;数学建模基础;3;2728
0000767068;数学建模基础;3;2729
0000266901;数学分析.下册.2版;1;2730
0000808762;数学分析中的问题与方法;2;2731
0000808762;数学分析中的问题与方法;2;2732
0000467803;高等代数精选题解;5;2733
0000467803;高等代数精选题解;5;2734
0000467803;高等代数精选题解;5;2735
0000467803;高等代数精选题解;5;2736
0000467803;高等代数精选题解;5;2737
0000466891;光学教程第四版学习指导书;5;2738
0000466891;光学教程第四版学习指导书;5;2739
0000466891;光学教程第四版学习指导书;5;2740
0000466891;光学教程第四版学习指导书;5;2741
0000466891;光学教程第四版学习指导书;5;2742
0000811508;概率论与数理统计.第2版;2;2743
0000811508;概率论与数理统计.第2版;2;2744
0000266934;数学分析.上册.2版;1;2745
0000733460;数学模型.第2版;2;2746
0000733460;数学模型.第2版;2;2747
0000813874;研究生数学建模导引;2;2748
0000813874;研究生数学建模导引;2;2749
0000313855;数学物理方程;1;2750
0000730465;高等代数与解析几何.上册.2版;2;2751
0000730465;高等代数与解析几何.上册.2版;2;2752
0000717285;自旋电子学;1;2753
0000653087;数学思维方法.第2版;3;2754
0000653087;数学思维方法.第2版;3;2755
0000653087;数学思维方法.第2版;3;2756
0000806713;电磁场与电磁波.第2版;2;2757
0000806713;电磁场与电磁波.第2版;2;2758
0000708116;高等代数题解精粹.第2版;5;2759
0000708116;高等代数题解精粹.第2版;5;2760
0000708116;高等代数题解精粹.第2版;5;2761
0000708116;高等代数题解精粹.第2版;5;2762
0000708116;高等代数题解精粹.第2版;5;2763
0000719790;美国大学生数学建模竞赛题解析与研究;2;2764
0000719790;美国大学生数学建模竞赛题解析与研究;2;2765
0000266737;高等数学习题全解指南:同济·第五版.下册;1;2766
0000479897;有机化学基础;5;2767
0000479897;有机化学基础;5;2768
0000479897;有机化学基础;5;2769
0000479897;有机化学基础;5;2770
0000479897;有机化学基础;5;2771
0000788277;有机化学;2;2772
0000788277;有机化学;2;2773
0000718955;MATLAB程序设计及其数学建模应用;3;2774
0000718955;MATLAB程序设计及其数学建模应用;3;2775
0000718955;MATLAB程序设计及其数学建模应用;3;2776
0000655290;数学软件与数学实验;3;2777
0000655290;数学软件与数学实验;3;2778
0000655290;数学软件与数学实验;3;2779
0000724779;数学建模入门与提高;3;2780
0000724779;数学建模入门与提高;3;2781
0000724779;数学建模入门与提高;3;2782
0000527709;热力学·统计物理(第4版)学习辅导书;5;2783
0000527709;热力学·统计物理(第4版)学习辅导书;5;2784
0000527709;热力学·统计物理(第4版)学习辅导书;5;2785
0000527709;热力学·统计物理(第4版)学习辅导书;5;2786
0000527709;热力学·统计物理(第4版)学习辅导书;5;2787
0000487546;常微分方程;5;2788
0000487546;常微分方程;5;2789
0000487546;常微分方程;5;2790
0000487546;常微分方程;5;2791
0000487546;常微分方程;5;2792
0000266638;高等代数.4版;1;2793
0000269577;普通物理学.第三册.5版;1;2794
0000692794;抽样技术.第3版;2;2795
0000692794;抽样技术.第3版;2;2796
0000777823;能源电化学;1;2797
0000809887;多方法建模原理与应用;1;2798
0000704785;光学.第2版;3;2799
0000704785;光学.第2版;3;2800
0000704785;光学.第2版;3;2801
0000651007;波谱解析;3;2802
0000651007;波谱解析;3;2803
0000651007;波谱解析;3;2804
0000457844;数学建模方法;3;2805
0000457844;数学建模方法;3;2806
0000457844;数学建模方法;3;2807
0000269582;普通物理学.第一册.5版;1;2808
0000786178;数学建模竞赛优秀案例评析;1;2809
0000653671;物理学史教程;5;2810
0000653671;物理学史教程;5;2811
0000653671;物理学史教程;5;2812
0000653671;物理学史教程;5;2813
0000653671;物理学史教程;5;2814
0000516628;常微分方程续论;3;2815
0000516628;常微分方程续论;3;2816
0000516628;常微分方程续论;3;2817
0000322442;量子力学;5;2818
0000322442;量子力学;5;2819
0000322442;量子力学;5;2820
0000322442;量子力学;5;2821
0000322442;量子力学;5;2822
0000322238;光学;5;2823
0000322238;光学;5;2824
0000322238;光学;5;2825
0000322238;光学;5;2826
0000322238;光学;5;2827
0000260974;数学分析.下册.3版;5;2828
0000260974;数学分析.下册.3版;5;2829
0000260974;数学分析.下册.3版;5;2830
0000260974;数学分析.下册.3版;5;2831
0000260974;数学分析.下册.3版;5;2832
0000816790;数学分析精要解读;2;2833
0000816790;数学分析精要解读;2;2834
0000555220;数学分析.下册.4版;5;2835
0000555220;数学分析.下册.4版;5;2836
0000555220;数学分析.下册.4版;5;2837
0000555220;数学分析.下册.4版;5;2838
0000555220;数学分析.下册.4版;5;2839
0000266899;数学分析.第一册;1;2840
0000819771;图论:一个迷人的世界;2;2841
0000819771;图论:一个迷人的世界;2;2842
0000760458;无机元素化学.第2版;1;2843
0000764711;数学分析简明教程.上册;3;2844
0000764711;数学分析简明教程.上册;3;2845
0000764711;数学分析简明教程.上册;3;2846
0000788083;薛定谔的小猫:对量子物理和真实性的探索;2;2847
0000788083;薛定谔的小猫:对量子物理和真实性的探索;2;2848
0000558020;吉米多维奇数学分析习题集学习指引.第一册;5;2849
0000558020;吉米多维奇数学分析习题集学习指引.第一册;5;2850
0000558020;吉米多维奇数学分析习题集学习指引.第一册;5;2851
0000558020;吉米多维奇数学分析习题集学习指引.第一册;5;2852
0000558020;吉米多维奇数学分析习题集学习指引.第一册;5;2853
0000795208;数学与思维:珍藏版.第2版;2;2854
0000795208;数学与思维:珍藏版.第2版;2;2855
0000714597;数学分析原理.第一卷.2版;4;2856
0000714597;数学分析原理.第一卷.2版;4;2857
0000714597;数学分析原理.第一卷.2版;4;2858
0000714597;数学分析原理.第一卷.2版;4;2859
0000269581;普通物理学.第二册.5版;1;2860
0000753656;大数据思维与决策;2;2861
0000753656;大数据思维与决策;2;2862
0000266636;复变函数学习指导书;1;2863
0000457409;大学生数学建模案例精选;3;2864
0000457409;大学生数学建模案例精选;3;2865
0000457409;大学生数学建模案例精选;3;2866
0000810475;微积分;2;2867
0000810475;微积分;2;2868
0000365397;解析几何学习辅导书;5;2869
0000365397;解析几何学习辅导书;5;2870
0000365397;解析几何学习辅导书;5;2871
0000365397;解析几何学习辅导书;5;2872
0000365397;解析几何学习辅导书;5;2873
0000421451;离散数学辅导及习题精解:上海科技文献版;5;2874
0000421451;离散数学辅导及习题精解:上海科技文献版;5;2875
0000421451;离散数学辅导及习题精解:上海科技文献版;5;2876
0000421451;离散数学辅导及习题精解:上海科技文献版;5;2877
0000421451;离散数学辅导及习题精解:上海科技文献版;5;2878
0000395863;高等无机结构化学.2版;5;2879
0000395863;高等无机结构化学.2版;5;2880
0000395863;高等无机结构化学.2版;5;2881
0000395863;高等无机结构化学.2版;5;2882
0000395863;高等无机结构化学.2版;5;2883
0000814380;傅里叶光学导论;2;2884
0000814380;傅里叶光学导论;2;2885
0000555339;数学分析.上册.4版;5;2886
0000555339;数学分析.上册.4版;5;2887
0000555339;数学分析.上册.4版;5;2888
0000555339;数学分析.上册.4版;5;2889
0000555339;数学分析.上册.4版;5;2890
0000815511;伴你学数学:高等数学及其应用导学.第2版;2;2891
0000815511;伴你学数学:高等数学及其应用导学.第2版;2;2892
0000279974;数学分析习题解析.下;5;2893
0000279974;数学分析习题解析.下;5;2894
0000279974;数学分析习题解析.下;5;2895
0000279974;数学分析习题解析.下;5;2896
0000279974;数学分析习题解析.下;5;2897
0000640909;近世代数.2版;6;2898
0000640909;近世代数.2版;6;2899
0000640909;近世代数.2版;6;2900
0000640909;近世代数.2版;6;2901
0000640909;近世代数.2版;6;2902
0000640909;近世代数.2版;6;2903
0000788079;动力学;1;2904
0000551054;博弈论教程;3;2905
0000551054;博弈论教程;3;2906
0000551054;博弈论教程;3;2907
0000460207;计算方法导引.修订版;1;2908
0000758328;代数;2;2909
0000758328;代数;2;2910
0000749447;分析化学实验.Ⅰ;4;2911
0000749447;分析化学实验.Ⅰ;4;2912
0000749447;分析化学实验.Ⅰ;4;2913
0000749447;分析化学实验.Ⅰ;4;2914
0000487636;数学分析习题演练,第三册;3;2915
0000487636;数学分析习题演练,第三册;3;2916
0000487636;数学分析习题演练,第三册;3;2917
0000641264;量子化学:[英文版].影印版;1;2918
0000718717;离散数学.第5版;2;2919
0000718717;离散数学.第5版;2;2920
0000684461;量子力学的前沿问题.第2版;1;2921
0000711472;近世代数基础.第2版;2;2922
0000711472;近世代数基础.第2版;2;2923
0000777628;从数学竞赛到竞赛数学.第2版;1;2924
0000478987;固体的光学性质:注释本;1;2925
0000266812;高等量子力学.2版;1;2926
0000266987;光学.2版;1;2927
0000458548;高等数学习题全解指南:同济·第六版.上册;5;2928
0000458548;高等数学习题全解指南:同济·第六版.上册;5;2929
0000458548;高等数学习题全解指南:同济·第六版.上册;5;2930
0000458548;高等数学习题全解指南:同济·第六版.上册;5;2931
0000458548;高等数学习题全解指南:同济·第六版.上册;5;2932
0000681745;数学分析全程学习指导与习题精解.上册;5;2933
0000681745;数学分析全程学习指导与习题精解.上册;5;2934
0000681745;数学分析全程学习指导与习题精解.上册;5;2935
0000681745;数学分析全程学习指导与习题精解.上册;5;2936
0000681745;数学分析全程学习指导与习题精解.上册;5;2937
0000771858;微积分.上;3;2938
0000771858;微积分.上;3;2939
0000771858;微积分.上;3;2940
0000749736;光学教程 (第五版) 学习指导书;5;2941
0000749736;光学教程 (第五版) 学习指导书;5;2942
0000749736;光学教程 (第五版) 学习指导书;5;2943
0000749736;光学教程 (第五版) 学习指导书;5;2944
0000749736;光学教程 (第五版) 学习指导书;5;2945
0000748708;有机化学.第3版;4;2946
0000748708;有机化学.第3版;4;2947
0000748708;有机化学.第3版;4;2948
0000748708;有机化学.第3版;4;2949
0000266723;数学分析.下册.3版;1;2950
0000640870;高等数学.上册.6版;5;2951
0000640870;高等数学.上册.6版;5;2952
0000640870;高等数学.上册.6版;5;2953
0000640870;高等数学.上册.6版;5;2954
0000640870;高等数学.上册.6版;5;2955
0000309528;竞赛数学教程.2版;1;2956
0000655272;大学生数学竞赛指南;3;2957
0000655272;大学生数学竞赛指南;3;2958
0000655272;大学生数学竞赛指南;3;2959
0000689247;抽象代数讲义;3;2960
0000689247;抽象代数讲义;3;2961
0000689247;抽象代数讲义;3;2962
0000269627;复变函数论.3版;1;2963
0000760840;高等数学辅导:同济7版:上下册合订本;4;2964
0000760840;高等数学辅导:同济7版:上下册合订本;4;2965
0000760840;高等数学辅导:同济7版:上下册合订本;4;2966
0000760840;高等数学辅导:同济7版:上下册合订本;4;2967
0000718722;数学建模与数学实验;3;2968
0000718722;数学建模与数学实验;3;2969
0000718722;数学建模与数学实验;3;2970
0000737176;仪器分析例题与习题;3;2971
0000737176;仪器分析例题与习题;3;2972
0000737176;仪器分析例题与习题;3;2973
0000182725;数学物理方程讲义.2版;6;2974
0000182725;数学物理方程讲义.2版;6;2975
0000182725;数学物理方程讲义.2版;6;2976
0000182725;数学物理方程讲义.2版;6;2977
0000182725;数学物理方程讲义.2版;6;2978
0000182725;数学物理方程讲义.2版;6;2979
0000808176;有机化学;2;2980
0000808176;有机化学;2;2981
0000262609;线性代数辅导及教材习题解析;5;2982
0000262609;线性代数辅导及教材习题解析;5;2983
0000262609;线性代数辅导及教材习题解析;5;2984
0000262609;线性代数辅导及教材习题解析;5;2985
0000262609;线性代数辅导及教材习题解析;5;2986
0000538032;数学建模与数学实验;5;2987
0000538032;数学建模与数学实验;5;2988
0000538032;数学建模与数学实验;5;2989
0000538032;数学建模与数学实验;5;2990
0000538032;数学建模与数学实验;5;2991
0000396089;光学习题思考题解答;5;2992
0000396089;光学习题思考题解答;5;2993
0000396089;光学习题思考题解答;5;2994
0000396089;光学习题思考题解答;5;2995
0000396089;光学习题思考题解答;5;2996
0000425666;数学分析习题全解.上册:华东师大第三版;5;2997
0000425666;数学分析习题全解.上册:华东师大第三版;5;2998
0000425666;数学分析习题全解.上册:华东师大第三版;5;2999
0000425666;数学分析习题全解.上册:华东师大第三版;5;3000
0000425666;数学分析习题全解.上册:华东师大第三版;5;3001
0000794988;量子群;1;3002
0000266880;数学分析中的典型问题与方法;1;3003
0000270249;离散数学.2版;1;3004
0000719920;复变函数论.第4版;3;3005
0000719920;复变函数论.第4版;3;3006
0000719920;复变函数论.第4版;3;3007
0000349226;概率论与数理统计同步辅导.第三版;1;3008
0000438625;数学建模竞赛:获奖论文精选与点评;3;3009
0000438625;数学建模竞赛:获奖论文精选与点评;3;3010
0000438625;数学建模竞赛:获奖论文精选与点评;3;3011
0000328323;拓扑学;3;3012
0000328323;拓扑学;3;3013
0000328323;拓扑学;3;3014
0000722135;数学分析 (第四版) 学习指导书.上册;4;3015
0000722135;数学分析 (第四版) 学习指导书.上册;4;3016
0000722135;数学分析 (第四版) 学习指导书.上册;4;3017
0000722135;数学分析 (第四版) 学习指导书.上册;4;3018
0000768034;高等数学强化与竞赛教程;4;3019
0000768034;高等数学强化与竞赛教程;4;3020
0000768034;高等数学强化与竞赛教程;4;3021
0000768034;高等数学强化与竞赛教程;4;3022
0000637925;MATLAB在数学建模中的应用;3;3023
0000637925;MATLAB在数学建模中的应用;3;3024
0000637925;MATLAB在数学建模中的应用;3;3025
0000783933;地理空间数据挖掘;1;3026
0000776177;GNSS原理及其应用;2;3027
0000776177;GNSS原理及其应用;2;3028
0000672511;周口店野外实践教学基地经典地质现象图册;1;3029
0000715845;宇宙学;1;3030
0000553850;中国海岸侵蚀概要;2;3031
0000553850;中国海岸侵蚀概要;2;3032
0000741748;景观生态学;1;3033
0000713463;中国地图册;1;3034
0000712841;地理建模实验教程;2;3035
0000712841;地理建模实验教程;2;3036
0000774891;地理可视化:概念、工具与应用;1;3037
0000552042;冰川学导论;1;3038
0000787004;中国湖泊分布地图集;1;3039
0000706519;ArcGIS地理信息系统大全;3;3040
0000706519;ArcGIS地理信息系统大全;3;3041
0000706519;ArcGIS地理信息系统大全;3;3042
0000674455;MATLAB语言及测绘数据处理应用;3;3043
0000674455;MATLAB语言及测绘数据处理应用;3;3044
0000674455;MATLAB语言及测绘数据处理应用;3;3045
0000794241;极简宇宙史;3;3046
0000794241;极简宇宙史;3;3047
0000794241;极简宇宙史;3;3048
0000538606;基于Excel的地理数据分析;3;3049
0000538606;基于Excel的地理数据分析;3;3050
0000538606;基于Excel的地理数据分析;3;3051
0000530662;空间大地测量学;3;3052
0000530662;空间大地测量学;3;3053
0000530662;空间大地测量学;3;3054
0000465406;地理信息系统教程;5;3055
0000465406;地理信息系统教程;5;3056
0000465406;地理信息系统教程;5;3057
0000465406;地理信息系统教程;5;3058
0000465406;地理信息系统教程;5;3059
0000537125;沉积学;2;3060
0000537125;沉积学;2;3061
0000471135;经典黑洞和量子黑洞;2;3062
0000471135;经典黑洞和量子黑洞;2;3063
0000432796;古气候动力模拟;2;3064
0000432796;古气候动力模拟;2;3065
0000632917;火成岩岩石学;2;3066
0000632917;火成岩岩石学;2;3067
0000758991;漫步中国星空;2;3068
0000758991;漫步中国星空;2;3069
0000554290;宇宙中的星系;2;3070
0000554290;宇宙中的星系;2;3071
0000646198;地球物理数值反演问题;2;3072
